first,last,given,nick,id,full_name
Bryan,Hoeing,Bryan Jerome,,663773,Bryan Hoeing
Mike,Morse,Michael John,,434604,Mike Morse
Williams,Jerez,Williams Alexander,,605301,Williams Jerez
Jim,Johnson,James Robert,,462382,Jim Johnson
Eli,Morgan,Elijah Allan,,669212,Eli Morgan
Enny,Romero,Enny Manuel,,544836,Enny Romero
Nick,Pratto,Nicholas Michael,,668472,Nick Pratto
Paul,Sewald,Paul Stanton,,623149,Paul Sewald
Prelander,Berroa,Prelander,,672860,Prelander Berroa
Jason,Grilli,Jason Michael,,276351,Jason Grilli
Travis,Wood,Travis Alan,,475243,Travis Wood
Danny,Espinosa,Daniel Richard,,457787,Danny Espinosa
Buster,Posey,Gerald Dempsey,,457763,Buster Posey
Neil,Walker,Neil Martin,,435522,Neil Walker
Francisco,Álvarez,Francisco Javier,,682626,Francisco Álvarez
Ryan,Dull,Ryan Christopher,,623430,Ryan Dull
Ryan,Pepiot,Ryan Michael,,686752,Ryan Pepiot
Aaron,Ashby,Aaron Phillip,,676879,Aaron Ashby
Adam,Warren,Adam Parrish,,476589,Adam Warren
Peter,Lambert,Peter Joseph,,663567,Peter Lambert
Adam,Lind,Adam Alan,,452252,Adam Lind
Blake,Snell,Blake Ashton,,605483,Blake Snell
Corey,Seager,Corey Drew,,608369,Corey Seager
Ryne,Harper,Ryne Richard,,607560,Ryne Harper
Chase,Headley,Chase Jordan,,452104,Chase Headley
Paulo,Orlando,Paulo Roberto,,449181,Paulo Orlando
Jakson,Reetz,Jakson Dale,,656883,Jakson Reetz
Derek,Norris,Derek Russell,,519083,Derek Norris
José,Cisnero,José Luis,,542585,José Cisnero
Ryan,Thompson,Ryan Scott,,657044,Ryan Thompson
A. J.,Ellis,Andrew James,,454560,A. J. Ellis
Reese,McGuire,Reese Jackson,,624512,Reese McGuire
Anthony,Bass,Anthony Edward,,542914,Anthony Bass
Mario,Feliciano,Mario Javier,,666128,Mario Feliciano
Daulton,Varsho,Daulton John,,662139,Daulton Varsho
Mac,Williamson,Johnathan Mackensey,,607776,Mac Williamson
Mike,Wright,Dennis Michael,,605541,Mike Wright
Bryse,Wilson,Bryse Everett,,669060,Bryse Wilson
Javy,Guerra,Javier Alexis,,642770,Javy Guerra
Orion,Kerkering,Richard Orion,,689147,Orion Kerkering
Anthony,Veneziano,Anthony James,,685107,Anthony Veneziano
JT,Brubaker,Jonathan Trey,,664141,JT Brubaker
Bowden,Francis,Robert Bowden,,670102,Bowden Francis
Nick,Allgeyer,Nicholas Joseph,,680430,Nick Allgeyer
Austin,Hays,Austin Charles Bryan,,669720,Austin Hays
Jake,Noll,Jacob,,669738,Jake Noll
Blake,Rutherford,Blake Anthony,,666164,Blake Rutherford
José,Briceño,José Manuel,,593993,José Briceño
Yu,Chang,Yu-Cheng,,644374,Yu Chang
Daniel,Bard,Daniel Paul,,453268,Daniel Bard
Tyler,O'Neill,Tyler Alan,,641933,Tyler O'Neill
Christian,Yelich,Christian Stephen,,592885,Christian Yelich
Danny,Santana,Daniel Ernesto,,542454,Danny Santana
Arismendy,Alcántara,Arismendy,,570489,Arismendy Alcántara
Tyler,Skaggs,Tyler Wayne,,572140,Tyler Skaggs
Cade,Marlowe,Matthew Cade,,687799,Cade Marlowe
Tommy,Layne,Thomas Kevin,,518927,Tommy Layne
Breyvic,Valera,Breyvic Jose,,591971,Breyvic Valera
Joe,La Sorsa,Joseph Peter,,686747,Joe La Sorsa
Joe,Perez,Joseph,,669309,Joe Perez
José,Herrera,José Gregorio,,645444,José Herrera
Luke,Little,Luke Justice,,681432,Luke Little
Reid,Detmers,Reid Kristien,,672282,Reid Detmers
Pete,Fairbanks,Peter Anderson,,664126,Pete Fairbanks
Bobby,Wahl,Robert Martin,,592833,Bobby Wahl
Mike,Foltynewicz,Michael Gary,,592314,Mike Foltynewicz
Steve,Pearce,Steven Wayne,,456665,Steve Pearce
Willi,Castro,Willi Rafael,,650489,Willi Castro
Ryan,Tepera,Dennis Ryan,,572193,Ryan Tepera
Ian,Miller,Ian Andrew,,641878,Ian Miller
Sam,Tuivailala,Samuel Johnathan,,592815,Sam Tuivailala
Zach,Duke,Zachary Thomas,,435043,Zach Duke
Ben,Joyce,Benjamin Alan,,690829,Ben Joyce
Justin,Smoak,Justin Kyle,,475253,Justin Smoak
Ben,Rortvedt,Benjamin Thomas,,666163,Ben Rortvedt
Junichi,Tazawa,Junichi,,547749,Junichi Tazawa
Tim,Herrin,Timothy Edward,,682120,Tim Herrin
Adam,Cimber,Adam Christian,,643256,Adam Cimber
Ryan,Borucki,Ryan Joseph,,621366,Ryan Borucki
Zach,Eflin,Zachary Adams,,621107,Zach Eflin
Marwin,González,Marwin Javier,,503556,Marwin González
Allen,Webster,Carl Allen,,543903,Allen Webster
Gio,Gonzalez,Giovany Aramis,,461829,Gio Gonzalez
Sam,Travis,Samuel John,,607752,Sam Travis
Robbie,Grossman,Robert Edward,,543257,Robbie Grossman
Daniel,Norris,Daniel David,,596057,Daniel Norris
Brett,de Geus,Brett,,676969,Brett de Geus
Cole,Sands,Bryson Cole,,663485,Cole Sands
Matt,Wotherspoon,Matt Mark,,642226,Matt Wotherspoon
Jordan,Weems,Jordan Blake,,607179,Jordan Weems
José,Pirela,José Manuel,,517369,José Pirela
Ryan,O'Hearn,Ryan Patrick,,656811,Ryan O'Hearn
Robert,Whalen,Robert Donald,,547007,Robert Whalen
Stephen,Nogosek,Stephen James,,668665,Stephen Nogosek
Artie,Lewicki,Arthur Michael,,592499,Artie Lewicki
John,Means,John Alan,,607644,John Means
Jake,Walsh,Jacob Dalton,,673904,Jake Walsh
J. P.,Crawford,John Paul,,641487,J. P. Crawford
Dustin,Garneau,Dustin Thomas,,572863,Dustin Garneau
Trea,Turner,Trea Vance,,607208,Trea Turner
Dustin,McGowan,Dustin Michael,,430661,Dustin McGowan
Renato,Núñez,Renato Rafael,,600524,Renato Núñez
Arcenio,León,Arcenio,,455376,Arcenio León
Mauricio,Llovera,Mauricio Alejandro,,661440,Mauricio Llovera
Nate,Karns,Nathan Alan,,501992,Nate Karns
Ryan,Feltner,Ryan Donald,,663372,Ryan Feltner
Yohander,Méndez,Yohander Manuel,,622795,Yohander Méndez
Jhan,Mariñez,Jhan Carlos,,501697,Jhan Mariñez
Osleivis,Basabe,Osleivis Jose,,678545,Osleivis Basabe
Russell,Martin,Russell Nathan Coltrane,,431145,Russell Martin
Julio,Urías,Julio Cesar,,628711,Julio Urías
Cristian,Javier,Cristian,,664299,Cristian Javier
Trent,Giambrone,Trent Joseph,,623508,Trent Giambrone
Kendall,Graveman,Kendall Chase,,608665,Kendall Graveman
Will,Middlebrooks,William Scott,,519025,Will Middlebrooks
Christian,Walker,Christian Dickson,,572233,Christian Walker
Ashur,Tolliver,Ashur Jordan,,572208,Ashur Tolliver
Onelki,García,Onelki,,607162,Onelki García
Alex,Verdugo,Alexander Brady,,657077,Alex Verdugo
Logan,Verrett,Scott Logan,,548337,Logan Verrett
Kevin,Siegrist,Kevin Ryan,,543779,Kevin Siegrist
Joe,Mantiply,Joseph Newman,,573009,Joe Mantiply
Nick,Duron,Nicholas Gregory,,663975,Nick Duron
Matt,Kemp,Matthew Ryan,The Bison,461314,Matt Kemp
Ronnie,Dawson,Ronnie Silas,,669008,Ronnie Dawson
Aaron,Northcraft,Aaron Lee,,573062,Aaron Northcraft
Joey,Rickard,Joseph Mark,,572073,Joey Rickard
Weston,Wilson,Weston Graham,,642215,Weston Wilson
Joe,McCarthy,Joseph Edward,,663411,Joe McCarthy
Brenan,Hanifee,Brenan Reese,,669724,Brenan Hanifee
Leonel,Campos,Leonel Enrique,,599998,Leonel Campos
Drew,Maggi,Andrew Jerome,,543482,Drew Maggi
Ezequiel,Carrera,Ezequiel Manuel,,485567,Ezequiel Carrera
Lisalverto,Bonilla,Lisalverto,,570810,Lisalverto Bonilla
Chris,Stratton,Christopher Lee,,608717,Chris Stratton
Everson,Pereira,Everson Jose,,677592,Everson Pereira
P. J.,Higgins,Patrick James,,664731,P. J. Higgins
Jesmuel,Valentín,Jesmuel Jose,,621044,Jesmuel Valentín
Anthony,Rendon,Anthony Michael,,543685,Anthony Rendon
Richie,Martin,Richard Allen,,621006,Richie Martin
Jorge,Guzmán,Jorge,,660422,Jorge Guzmán
David,Wright,David Allen,,431151,David Wright
Dillon,Overton,Dillon Ray,,592614,Dillon Overton
Michael,Taylor,Michael Anthony,,572191,Michael Taylor
Orlando,Calixte,Orlando,,593525,Orlando Calixte
Jeff,Brigham,Jeff John,,656257,Jeff Brigham
Aaron,Bummer,Aaron James,,607481,Aaron Bummer
Rio,Ruiz,Rio Noble,,547004,Rio Ruiz
Héctor,Sánchez,Héctor Enrique,,516949,Héctor Sánchez
José,Soriano,José Joaquin,,667755,José Soriano
Jorge,Mateo,Jorge Luis,,622761,Jorge Mateo
Tony,Cruz,Arnoldi Anthony,,488810,Tony Cruz
Willians,Astudillo,Willians Jose,,553902,Willians Astudillo
Conor,Gillaspie,Conor Michael,,543216,Conor Gillaspie
Jasson,Domínguez,Jasson,,691176,Jasson Domínguez
David,Holmberg,David Andrew,,571787,David Holmberg
Rafael,Dolis,Rafael Jose,,503569,Rafael Dolis
Max,Stassi,Max Robert,,545358,Max Stassi
Moisés,Sierra,Moisés,,501213,Moisés Sierra
Garrett,Stubbs,Garrett Patrick,,596117,Garrett Stubbs
Andrés,Giménez,Andrés Alfonso,,665926,Andrés Giménez
Cheslor,Cuthbert,Cheslor Jesly,,596144,Cheslor Cuthbert
Kyle,Freeland,Kyle Richard,,607536,Kyle Freeland
John,King,John Edward,,667463,John King
Spencer,Howard,Spencer Lee,,675921,Spencer Howard
Codi,Heuer,Codi Dalton,,676051,Codi Heuer
Denard,Span,Keiunta Denard,,452655,Denard Span
Alec,Asher,Alec Edward,,594742,Alec Asher
Ben,Lively,Edward Bennett,,594902,Ben Lively
Brice,Turang,Brice Craig,,668930,Brice Turang
Damon,Jones,Damon,,676103,Damon Jones
Alek,Manoah,Alek Isaac,,666201,Alek Manoah
Connor,Wong,Connor Sun-Han,,657136,Connor Wong
Héctor,Noesí,Héctor,,456051,Héctor Noesí
Michael,Papierski,Michael John,,657709,Michael Papierski
Patrick,Weigel,Patrick Charles,,622256,Patrick Weigel
Carlos,Ruiz,Carlos Joaquin,,434563,Carlos Ruiz
Devin,Williams,Devin Terran,,642207,Devin Williams
Austin,Pruitt,Austin Daniel,,643493,Austin Pruitt
Edwin,Jackson,Edwin,,429719,Edwin Jackson
Wilyer,Abreu,Wilyer David,,677800,Wilyer Abreu
Jack,Kruger,Timothy John,,667674,Jack Kruger
Brandon,Snyder,Brandon Roger,,474319,Brandon Snyder
Jedd,Gyorko,Jedd Lindon,,576397,Jedd Gyorko
Trevor,Plouffe,Trevor Patrick,,461858,Trevor Plouffe
Jared,Solomon,Jared R.,,676660,Jared Solomon
Gavin,Stone,Gavin Blaine,,694813,Gavin Stone
Christian,Vázquez,Christian Rafael,,543877,Christian Vázquez
Brian,Miller,Brian Christopher,,675649,Brian Miller
Edgar,Santana,Edgar,,650828,Edgar Santana
Mike,Freeman,Michael Barrett,,502273,Mike Freeman
Braden,Shewmake,Braden Jack,,669699,Braden Shewmake
J. P.,Feyereisen,Jonathon Paul,,656420,J. P. Feyereisen
Zac,Rosscup,Zachary M.,,573127,Zac Rosscup
Steve,Selsky,Steven Garth,,592731,Steve Selsky
Wilmer,Font,Wilmer,,521655,Wilmer Font
Reymin,Guduan,Reymin Yojairo,,594056,Reymin Guduan
Mike,Morin,Michael William,,573046,Mike Morin
Jared,Hoying,Jared William,,592419,Jared Hoying
Kaleb,Ort,Kaleb James,,672391,Kaleb Ort
David,Goforth,David Paul,,592341,David Goforth
Franklin,Gutiérrez,Franklin Rafael,,429711,Franklin Gutiérrez
Jared,Triolo,Jared Robert,,669707,Jared Triolo
Erasmo,Ramírez,Erasmo Jose,,541640,Erasmo Ramírez
Mark,Appel,Mark Stewart,,571446,Mark Appel
Ángel,Sánchez,Ángel Luis,,605795,Ángel Sánchez
Robert,Suarez,Robert Alexander,,663158,Robert Suarez
Ka'ai,Tom,Blaze Ka'ai,,664789,Ka'ai Tom
Isaiah,Campbell,Isaiah Lyn,,663462,Isaiah Campbell
James,Hoyt,James Allen,,624586,James Hoyt
David,Paulino,David Confesor,,600944,David Paulino
Royce,Lewis,Royce Oliver,,668904,Royce Lewis
Rob,Kaminsky,Robert Harris,,641739,Rob Kaminsky
Riley,Greene,Riley,,682985,Riley Greene
Darell,Hernaiz,Darell Giovan,,687231,Darell Hernaiz
Joseph,Odom,Joseph Caleb,,641929,Joseph Odom
Alan,Trejo,Alan Ray,,676701,Alan Trejo
Demarcus,Evans,Demarcus Malik,,663770,Demarcus Evans
T. J.,Rivera,Thomas Javier,,608061,T. J. Rivera
Craig,Kimbrel,Craig Michael,,518886,Craig Kimbrel
Ethan,Roberts,Ethan Michael,,681799,Ethan Roberts
Sammy,Solís,Samuel Robert,,519301,Sammy Solís
Matt,Barnes,Matthew David,,598264,Matt Barnes
A. J.,Schugel,Andrew Jeffrey,,519263,A. J. Schugel
Matt,Brash,Matthew Aurel,,666374,Matt Brash
Wei-Chieh,Huang,Wei-Chieh,,658791,Wei-Chieh Huang
Miguel,Sanó,Miguel Angel,,593934,Miguel Sanó
Akeem,Bostick,Akeem Maurice,,641384,Akeem Bostick
Jacob,Young,Jacob Samuel,,696285,Jacob Young
Eric,Hanhold,Eric Dru,,621098,Eric Hanhold
José,Leclerc,José Ramon,,600917,José Leclerc
Giancarlo,Stanton,Giancarlo Cruz-Michael,Bigfoot,519317,Giancarlo Stanton
José,Fernández,José Miguel,,628336,José Fernández
Estevan,Florial,Estevan Haniel,,664314,Estevan Florial
Cody,Carroll,Cody Mark,,606944,Cody Carroll
Isan,Díaz,Isan Xavier,,656371,Isan Díaz
Tylor,Megill,Tylor J,,656731,Tylor Megill
Chadwick,Tromp,Chadwick Chandler,,644433,Chadwick Tromp
Jorge,De La Rosa,Jorge Alberto,,407822,Jorge De La Rosa
William,Woods,William,,682016,William Woods
Cody,Bradford,Cody Daniel,,674003,Cody Bradford
Tom,Koehler,Thomas Rolf,,543408,Tom Koehler
Jamie,Callahan,James Douglas,,621094,Jamie Callahan
Edmundo,Sosa,Edmundo Israel,,624641,Edmundo Sosa
Luis,Barrera,Luis Rafael,,642456,Luis Barrera
Kirk,McCarty,Kirkland Morgan,,668948,Kirk McCarty
Jose,Iglesias,Jose Antonio,,578428,Jose Iglesias
Drew,Ellis,Drew Mitchell,,656403,Drew Ellis
Bobby,Bradley,Bobby,,656252,Bobby Bradley
Josh,Lowe,Joshua Edward,,666139,Josh Lowe
Roberto,Pérez,Roberto Andres,,547379,Roberto Pérez
Ricardo,Rodríguez,Ricardo Jose,,600965,Ricardo Rodríguez
Cody,Reed,Cody Austin,,642003,Cody Reed
Pedro,Strop,Pedro Angel,,467008,Pedro Strop
Charlie,Barnes,Charles Segars,,656212,Charlie Barnes
Sam,Coonrod,Samuel Timothy,,656322,Sam Coonrod
Matt,Carasiti,Matthew Joseph,,571539,Matt Carasiti
Ryan,Yarbrough,Ryan Christian,,642232,Ryan Yarbrough
Shun,Yamaguchi,Shun,,685493,Shun Yamaguchi
Gabriel,Arias,Gabriel Alejandro,,672356,Gabriel Arias
Kyle,Lewis,Kyle Alexander,,641786,Kyle Lewis
Ryan,Pressly,Thomas Ryan,,519151,Ryan Pressly
Taylor,Hearn,Taylor Lynn,,621368,Taylor Hearn
Ender,Inciarte,Ender David,,542255,Ender Inciarte
Jacob,Latz,Jacob Eugene,,656641,Jacob Latz
Kazuhisa,Makita,Kazuhisa,,628318,Kazuhisa Makita
Ryan,Cook,Ryan William,,475857,Ryan Cook
Nicholas,Padilla,Nicholas Gilbert,,656820,Nicholas Padilla
Tim,Anderson,Timothy Devon,,641313,Tim Anderson
Randy,Wynne,Randall Garrett,,691094,Randy Wynne
Joe,Jacques,Joseph,,682175,Joe Jacques
Michael,Conforto,Michael Thomas,,624424,Michael Conforto
Steven,Wright,Steven Richard,,453214,Steven Wright
Jay,Bruce,Jay Allen,,457803,Jay Bruce
Ryan,Braun,Ryan Joseph,,460075,Ryan Braun
Lawrence,Butler,Lawrence Evan,,671732,Lawrence Butler
Eric,Stout,Eric Joseph,,657770,Eric Stout
Yadier,Molina,Yadier Benjamin,,425877,Yadier Molina
Bryan,De La Cruz,Bryan Starling,,650559,Bryan De La Cruz
Kyle,Nicolas,Kyle Todd,,693312,Kyle Nicolas
Cavan,Biggio,Cavan Thomas,,624415,Cavan Biggio
Yohel,Pozo,Yohel Enrique,,650968,Yohel Pozo
Edward,Cabrera,Edward Brany,,665795,Edward Cabrera
Christopher,Morel,Christopher Rafael,,666624,Christopher Morel
Ryder,Jones,Ryder McKinley,,624507,Ryder Jones
Justin,Haley,Justin Case,,595234,Justin Haley
Pedro,Araújo,Pedro,,606478,Pedro Araújo
Trey,Amburgey,Tommy Wayne,,664011,Trey Amburgey
Luis,García,Luis Heibardo,,677651,Luis García
Maikel,Franco,Maikel Antonio,,596748,Maikel Franco
Drew,Smyly,Todd Andrew,,592767,Drew Smyly
Jesús,Tinoco,Jesús Rafael,,622786,Jesús Tinoco
Connor,Overton,Connor Danford,,656818,Connor Overton
Cory,Spangenberg,Cory Joseph,,605486,Cory Spangenberg
Corey,Julks,Corey Christopher,,667452,Corey Julks
Símon,Muzziotti,Símon Jose,,665922,Símon Muzziotti
Rajai,Davis,Rajai Lavae,,434658,Rajai Davis
Preston,Tucker,Preston Michael,,605512,Preston Tucker
Kervin,Castro,Kervin Alexander,,665645,Kervin Castro
Micah,Johnson,Micah Drew,,608672,Micah Johnson
Nick,Margevicius,Nicholas Phillip,,676606,Nick Margevicius
Ryan,Rua,Ryan Anthony,,607387,Ryan Rua
Richard,Bleier,Richard Sidney,,542947,Richard Bleier
Daniel,Duarte,Daniel Francisco,,650960,Daniel Duarte
Simeon,Woods Richardson,Simeon,,680573,Simeon Woods Richardson
Oswald,Peraza,Oswald Dair,,672724,Oswald Peraza
DJ,Stewart,Demetrius Jerome,,621466,DJ Stewart
Zach,Muckenhirn,Zachary Edward,,669105,Zach Muckenhirn
Stefan,Crichton,Stefan Brook,,592233,Stefan Crichton
Elehuris,Montero,Elehuris,,660707,Elehuris Montero
Jayson,Werth,Jayson Richard Gowan,Werewolf,150029,Jayson Werth
Nick,Hernandez,Nicholas Cody,,663321,Nick Hernandez
Kyle,McCann,Kyle Joseph,,668832,Kyle McCann
Spencer,Patton,Spencer Burdette,,607359,Spencer Patton
Philip,Gosselin,Philip David,,594838,Philip Gosselin
Wes,Benjamin,Wesley Scott,,605138,Wes Benjamin
James,McCann,James Thomas,,543510,James McCann
Murphy,Smith,Murphy,,573166,Murphy Smith
David,Hess,David James,,605276,David Hess
Tyler,Webb,Jon Tyler,,643778,Tyler Webb
Diego,Moreno,Diego Rafael,,514981,Diego Moreno
Reese,Olson,Reese,,681857,Reese Olson
Pedro,Florimón,Pedro Alexander,,465753,Pedro Florimón
Kirby,Yates,Kirby Kali,,489446,Kirby Yates
Zach,Pop,Zachery M.,,647315,Zach Pop
Gabriel,Guerrero,Gabriel,,602115,Gabriel Guerrero
José,Rondón,José Gregorio,,602922,José Rondón
Frank,Schwindel,Frank J.,,643524,Frank Schwindel
Miguel,Vargas,Miguel Antonio,,678246,Miguel Vargas
Edouard,Julien,Edouard,,666397,Edouard Julien
Alberto,Rosario,Alberto,,451705,Alberto Rosario
Brett,Martin,Brett Ryan,,656685,Brett Martin
Jhoan,Durán,Jhoan Manuel,,661395,Jhoan Durán
Glen,Perkins,Glen Weston,,450282,Glen Perkins
Joakim,Soria,Joakim Agustin,,465657,Joakim Soria
Jarren,Duran,Jarren William,,680776,Jarren Duran
Brent,Headrick,Brent Wayne,,687396,Brent Headrick
Chris,Rowley,Christopher Ryan,,635903,Chris Rowley
