first,last,given,nick,id,full_name
Casey,Sadler,Casey Scott,,594987,Casey Sadler
Owen,Miller,Owen Robert,,680911,Owen Miller
Tommy,Edman,Thomas Hyunsu,,669242,Tommy Edman
Diego,Castillo,Diego Alejandro,,660636,Diego Castillo
Luis,Cessa,Luis Enrique,,570666,Luis Cessa
Rob,Zastryzny,Robert John,,642239,Rob Zastryzny
Davis,Schneider,Davis,,676914,Davis Schneider
Hanley,Ramírez,Hanley,,434670,Hanley Ramírez
Tyler,Smith,Tyler Douglas,,642094,Tyler Smith
Tony,Sipp,Tony Marcel,,448609,Tony Sipp
Edwar,Colina,Edwar Osnel de la Cruz,,666674,Edwar Colina
Roberto,Gómez,Roberto Ezequiel,,596816,Roberto Gómez
Jake,Petricka,Jacob Steven,,502593,Jake Petricka
Matt,Hall,Matthew Thomas,,664180,Matt Hall
Edwin,Díaz,Edwin Orlando,,621242,Edwin Díaz
Nicky,Lopez,Nicholas,,670032,Nicky Lopez
Alex,Mejia,Alejandro DeJesus,,622270,Alex Mejia
Troy,Scribner,Troy Alex,,644428,Troy Scribner
Brandon,Lowe,Brandon Norman,,664040,Brandon Lowe
Dean,Kiekhefer,Dean Allen,,518883,Dean Kiekhefer
Jakob,Junis,Jakob Benjamin Lee,,596001,Jakob Junis
Héctor,Neris,Héctor,,593576,Héctor Neris
Wilson,Ramos,Wilson Abraham,,467092,Wilson Ramos
Glenn,Otto,Glenn David,,657248,Glenn Otto
Justin,Miller,Justin Ryan,,502522,Justin Miller
Jesse,Chavez,Jesse David,,445926,Jesse Chavez
Hunter,Goodman,Hunter Robert,,696100,Hunter Goodman
Lucas,Giolito,Lucas Frost,,608337,Lucas Giolito
Edward,Olivares,Edward Daniel,,658668,Edward Olivares
Tim,Locastro,Timothy Donald,,641796,Tim Locastro
Jordan,Zimmermann,Jordan Michael,,519455,Jordan Zimmermann
Jeremy,Beasley,Jeremy Lonnie,,676886,Jeremy Beasley
Kyle,Bird,Ronald Kyle,,613317,Kyle Bird
Dan,Otero,Daniel Anthony,,519096,Dan Otero
Javier,Assad,Javier Eduardo,,665871,Javier Assad
Kevin,Plawecki,Kevin Jeffrey,,608700,Kevin Plawecki
Jackson,Chourio,Jackson Bryan,,694192,Jackson Chourio
Odrisamer,Despaigne,Odrisamer,,628333,Odrisamer Despaigne
Daniel,Nava,Daniel James,,537953,Daniel Nava
Stephen,Gonsalves,Stephen William,,624427,Stephen Gonsalves
Kyle,Bradish,Kyle Edward,,680694,Kyle Bradish
Oswaldo,Cabrera,Oswaldo Alberto,,665828,Oswaldo Cabrera
Yoshi,Tsutsugo,Yoshitomo,,660294,Yoshi Tsutsugo
Garrett,Acton,Garrett Patrick,,670183,Garrett Acton
Brandon,Barnes,Brandon Michael,Superman,488681,Brandon Barnes
Bobby,Witt,Robert Andrew,,677951,Bobby Witt
Jed,Lowrie,Jed Carlson,,476704,Jed Lowrie
David,Bote,David C.,,623520,David Bote
Preston,Claiborne,Preston Michael,,502011,Preston Claiborne
José,Rodriguez,José Augusto,,679563,José Rodriguez
Spencer,Turnbull,Spencer Ketcham,,605513,Spencer Turnbull
Jesse,Winker,Jesse,,608385,Jesse Winker
Matt,Adams,Matthew James,Big City,571431,Matt Adams
David,Price,David Taylor,,456034,David Price
Kyle,Tyler,Kyle Wade,,667725,Kyle Tyler
Patrick,Wisdom,Patrick Ian-Cashel,,621550,Patrick Wisdom
Grant,Green,Grant Thomas,,502205,Grant Green
Ryan,Kreidler,Ryan,,668952,Ryan Kreidler
Brandyn,Sittinger,Brandyn Bernard,,670087,Brandyn Sittinger
Brailyn,Márquez,Brailyn,,666622,Brailyn Márquez
Garrett,Crochet,Garrett Nolan,,676979,Garrett Crochet
Beau,Taylor,Beau Ritchie,,607333,Beau Taylor
Austin,Brice,Austin Robert,,592169,Austin Brice
Jen-Ho,Tseng,Jen-Ho,,627500,Jen-Ho Tseng
Matt,Davidson,Matthew Glen,,571602,Matt Davidson
Trevor,May,Trevor Joseph,,543507,Trevor May
Jeremiah,Estrada,Jeremiah Ramiro,,669093,Jeremiah Estrada
Khris,Davis,Khristopher Adrian,,501981,Khris Davis
A. J.,Cole,Andrew Jordan,,595918,A. J. Cole
Deven,Marrero,Deven Sommer,,571918,Deven Marrero
Matt,Waldron,Matthew Lawrence,,663362,Matt Waldron
Greg,Garcia,Greg Joseph,,594824,Greg Garcia
Eduardo,Rodríguez,Eduardo José,,593958,Eduardo Rodríguez
Steven,Wilson,Steven Christopher,,621051,Steven Wilson
Austen,Williams,Austen Thomas,,657117,Austen Williams
Jon,Gray,Jonathan Charles,,592351,Jon Gray
Ian,Parmley,Ian Gene,,622210,Ian Parmley
Josh,Lester,Joshua Benjamin,,623507,Josh Lester
Cam,Bedrosian,Cameron Rock,,592135,Cam Bedrosian
Adley,Rutschman,Adley Stan,,668939,Adley Rutschman
Devin,Mesoraco,Devin Douglas,,519023,Devin Mesoraco
Trayce,Thompson,Trayce Nikolas,,572204,Trayce Thompson
Clay,Holmes,Clayton Walter,,605280,Clay Holmes
César,Puello,César David,,527049,César Puello
Lane,Ramsey,Lane Austin,,682010,Lane Ramsey
Aaron,Judge,Aaron James,,592450,Aaron Judge
Andrew,Vasquez,Andrew Jude,,607755,Andrew Vasquez
Johnny,Cueto,Johnny,,456501,Johnny Cueto
Sergio,Romo,Sergio Francisco,,489265,Sergio Romo
Jacob,Stallings,Jacob Daniel,,607732,Jacob Stallings
Peyton,Burdick,Edmund Peyton,,680814,Peyton Burdick
Tyson,Ross,Tyson William,,475115,Tyson Ross
Brock,Burke,Brock Christopher,,656271,Brock Burke
Ben,Bowden,Benjamin Douglas,,641386,Ben Bowden
Lars,Nootbaar,Lars Taylor-Tatsuji,,663457,Lars Nootbaar
Josh,Edgin,Joshua Wayne,,572831,Josh Edgin
Drew,Rom,Drew Michael,,680723,Drew Rom
DJ,LeMahieu,David John,,518934,DJ LeMahieu
Víctor,Reyes,Víctor José,,622682,Víctor Reyes
Logan,Morrison,Justis Logan,,489149,Logan Morrison
Joe,Dunand,Joseph Alexander,,656388,Joe Dunand
Jaime,Barría,Jaime Jonathan,,642545,Jaime Barría
Alex,Jackson,Alex J.,,656577,Alex Jackson
Brian,Duensing,Brian Matthew,,488846,Brian Duensing
Evan,Longoria,Evan Michael,,446334,Evan Longoria
Gregory,Santos,Gregory Omar,,666619,Gregory Santos
J. C.,Mejía,Jean Carlos,,650496,J. C. Mejía
Wyatt,Langford,Wyatt Michael,,694671,Wyatt Langford
Jorge,Polanco,Jorge Luis,,593871,Jorge Polanco
Austin,Cox,Austin,,680735,Austin Cox
Jonathan,Lucroy,Jonathan Charles,,518960,Jonathan Lucroy
Daniel,Mengden,Daniel Joseph,,596043,Daniel Mengden
Shawn,Kelley,Shawn Andrew,,518875,Shawn Kelley
Kyle,Martin,Kyle Jared,,573016,Kyle Martin
Alejandro,Kirk,Alejandro,,672386,Alejandro Kirk
Edgar,García,Edgar Ernesto,,658305,Edgar García
Rob,Refsnyder,Robert Daniel,,608701,Rob Refsnyder
Peyton,Battenfield,Peyton Cole,,685410,Peyton Battenfield
Miguel,Del Pozo,Miguel Eduardo,,600887,Miguel Del Pozo
Chris,Owings,Christopher Scott,,572008,Chris Owings
J. R.,Murphy,John Ryan,,571974,J. R. Murphy
Stuart,Fairchild,Stuart Alexander,,656413,Stuart Fairchild
Andre,Pallante,Neil Andre,,669467,Andre Pallante
Yan,Gomes,Yan,,543228,Yan Gomes
Tyler,Bashlor,Tyler Morris,,641341,Tyler Bashlor
Dylan,Dodd,Dylan Martin,,689266,Dylan Dodd
Jordan,Westburg,Jordan Cole,,676059,Jordan Westburg
David,McKay,David,,641853,David McKay
Jeanmar,Gómez,Jeanmar Alejandro,,491646,Jeanmar Gómez
Austin,Gomber,Austin Zachary,,596295,Austin Gomber
Brett,Sullivan,Brett Charles,,664954,Brett Sullivan
Taylor,Motter,Taylor Davis,,600301,Taylor Motter
Ralph,Garza,Ralph Albert,,621248,Ralph Garza
Justin,Hancock,Justin David,,606995,Justin Hancock
Kyle,Funkhouser,Kyle James,,608335,Kyle Funkhouser
Matt,Thaiss,Matthew Kevin,,642136,Matt Thaiss
R. J.,Alvarez,Roy Emilio,,571439,R. J. Alvarez
Seth,Elledge,Seth Wayne,,676220,Seth Elledge
Masahiro,Tanaka,Masahiro,,547888,Masahiro Tanaka
Logan,Gilbert,Logan Keith,,669302,Logan Gilbert
Joe,Blanton,Joseph Matthew,,430599,Joe Blanton
Ramón,Laureano,Ramón,,657656,Ramón Laureano
Ryne,Nelson,Ryne Tanner,,669194,Ryne Nelson
Francisco,Peña,Francisco Antonio,,506747,Francisco Peña
McKinley,Moore,McKinley David,,686842,McKinley Moore
Angel,Felipe,Angel Alberto,,665734,Angel Felipe
Jace,Peterson,Jace Ryan,,607054,Jace Peterson
Jake,Woodford,Jacob Robert,,663765,Jake Woodford
Jeff,Ferrell,Jeffrey Alan,,594815,Jeff Ferrell
George,Soriano,George,,666277,George Soriano
Lucas,Erceg,Lucas Stijepan,,668674,Lucas Erceg
Jesús,Aguilar,Jesús Alexander,,542583,Jesús Aguilar
Zach,Neal,Zachary Sheridan,,594943,Zach Neal
Willie,Calhoun,Willie Shawn Lamont,,641432,Willie Calhoun
Anthony,Molina,Anthony Jose,,683627,Anthony Molina
José,Castillo,José Gregorio,,620454,José Castillo
Mark,Contreras,Mark Anthony,,676628,Mark Contreras
Luis,Marté,Luis Daniel,,606336,Luis Marté
Michael,Plassmeyer,Michael Gene,,674681,Michael Plassmeyer
Ryan,Garton,Ryan Patrick,,623439,Ryan Garton
Josh,Winder,Joshua Stewart,,680739,Josh Winder
Alex,Speas,Alex JoVaughn,,666208,Alex Speas
Nick,Martínez,Nicholas Andres,,607259,Nick Martínez
Joe,Harvey,Joseph Robert,,642840,Joe Harvey
Jay,Jackson,Randy,,543351,Jay Jackson
Stephen,Ridings,Stephen Thomas,,670050,Stephen Ridings
Clayton,Kershaw,Clayton Edward,,477132,Clayton Kershaw
Miguel,Castro,Miguel Ángel,,612434,Miguel Castro
Spencer,Steer,Spencer Gordon,,668715,Spencer Steer
Brandon,Maurer,Brandon Eugene,,543506,Brandon Maurer
Victor,Alcántara,Victor Alfonso,,622505,Victor Alcántara
Tony,Renda,Anthony John,,573113,Tony Renda
Matt,Festa,Matthew Joseph,,670036,Matt Festa
Charlie,Tilson,Charles Everett,,605508,Charlie Tilson
Jacob,Turner,Jacob Edward,,545363,Jacob Turner
Héctor,Rondón,Héctor Luis,,444468,Héctor Rondón
Jon,Lester,Jonathan Tyler,,452657,Jon Lester
Chris,Taylor,Christopher Armand,,621035,Chris Taylor
Hernán,Pérez,Hernán Alejandro,,541650,Hernán Pérez
Sean,Rodríguez,Sean John,,446481,Sean Rodríguez
David,Washington,David Edward,,572241,David Washington
Jacob,Lemoine,Jacob Alan,,621082,Jacob Lemoine
Erick,Mejia,Erick Augusto,,625510,Erick Mejia
Matt,Boyd,Matthew Robert,,571510,Matt Boyd
Rubby,De La Rosa,Rubby Carlos,,523989,Rubby De La Rosa
Ronald,Bolaños,Ronald,,671790,Ronald Bolaños
Kevin,Kramer,Kevin Lowell,,596012,Kevin Kramer
Rangel,Ravelo,Rangel,,592660,Rangel Ravelo
John,Bormann,John William,,657524,John Bormann
Justin,Upton,Justin Irvin,,457708,Justin Upton
Zac,Reininger,Zachary Ryan,,643617,Zac Reininger
Tommy,Milone,Tomaso Anthony,,543548,Tommy Milone
Reynaldo,López,Reynaldo Starling,,625643,Reynaldo López
Korey,Lee,Korey Bryan,,686676,Korey Lee
Ben,Taylor,Benjamin Alan,,664701,Ben Taylor
Sam,Hentges,Samuel David,,656529,Sam Hentges
Tyler,Chatwood,Tyler Cole,,543022,Tyler Chatwood
Carter,Kieboom,Carter Alswinn,,666198,Carter Kieboom
Giovanny,Gallegos,Giovanny,,606149,Giovanny Gallegos
Victor,González,Victor Aaron,,624647,Victor González
Forrest,Wall,Forrest Alexander,,657088,Forrest Wall
Yuki,Matsui,Yuki,,673513,Yuki Matsui
José,Mujica,José Angel,,620445,José Mujica
Iván,Herrera,Iván Aaron,,671056,Iván Herrera
Pablo,Sandoval,Pablo Emilio,,467055,Pablo Sandoval
Brooks,Kriske,Brooks Joseph,,621139,Brooks Kriske
Jonathan,Ornelas,Jonathan,,680716,Jonathan Ornelas
Cristopher,Sánchez,Cristopher Alexis,,650911,Cristopher Sánchez
Vimael,Machín,Vimael,,605353,Vimael Machín
Nate,Pearson,Nathan Alexander,,663878,Nate Pearson
Trevor,Megill,Trevor J.,,656730,Trevor Megill
Dillon,Thomas,Dillon Everett,,605504,Dillon Thomas
Willy,García,Willy Camilo,,591994,Willy García
Jabari,Blash,Jabari Jerell,,518466,Jabari Blash
Brandon,Kintzler,Brandon Lee,,445213,Brandon Kintzler
Brian,Johnson,Christopher Brian,,598271,Brian Johnson
Joe,Palumbo,Joseph Anthony,,643478,Joe Palumbo
Ryan,Eades,Ryan Nelson,,592280,Ryan Eades
Myles,Jaye,Myles Joseph,,594867,Myles Jaye
Anthony,Rizzo,Anthony Vincent,,519203,Anthony Rizzo
Clay,Buchholz,Clay Daniel,,453329,Clay Buchholz
Luke,Barker,Luke William,,673316,Luke Barker
Christian,Arroyo,Christian Israel,,624414,Christian Arroyo
Adam,Rosales,Adam Marcos,,489267,Adam Rosales
Paul,Campbell,Paul Alan,,669294,Paul Campbell
Peter,Strzelecki,Peter Joseph,,657265,Peter Strzelecki
Jared,Walsh,Jared James,,665120,Jared Walsh
Bo,Naylor,Noah-Gibson James Washington,,666310,Bo Naylor
Brandon,Morrow,Brandon John,,453344,Brandon Morrow
Charlie,Blackmon,Charles Cobb,,453568,Charlie Blackmon
Michael,Massey,Michael,,686681,Michael Massey
Daniel,Stumpf,Daniel Arthur,,621385,Daniel Stumpf
Aledmys,Díaz,Aledmys,,649557,Aledmys Díaz
Brody,Koerner,Brody Tyler,,621259,Brody Koerner
Aaron,Wilkerson,Aaron Daniel,,658792,Aaron Wilkerson
Joshua,Fuentes,Joshua,,658069,Joshua Fuentes
Mitch,Haniger,Mitchell Evan,,571745,Mitch Haniger
Dylan,Carlson,Dylan James,,666185,Dylan Carlson
Eguy,Rosario,Eguy,,666703,Eguy Rosario
Jason,Gurka,Jason Isidore,,543261,Jason Gurka
Taylor,Jungmann,Taylor Heath,,543380,Taylor Jungmann
Osmer,Morales,Osmer Eduardo,,591672,Osmer Morales
Andre,Lipcius,Andre Martinas,,686531,Andre Lipcius
Adolis,García,José Adolis,,666969,Adolis García
Oneil,Cruz,Oneil,,665833,Oneil Cruz
Terrin,Vavra,Terrin Thomas,,679631,Terrin Vavra
Alex,Vesia,Alexander Victor,,681911,Alex Vesia
Iván,Nova,Iván Manuel,,467100,Iván Nova
Jarrett,Parker,Jarrett Paul,,592620,Jarrett Parker
Brad,Hand,Bradley Richard,,543272,Brad Hand
Brandon,Brennan,Brandon Sean Michael,,592165,Brandon Brennan
Jesús,Reyes,Jesús Enmanuel,,660875,Jesús Reyes
Juan,Nicasio,Juan Ramon,,504379,Juan Nicasio
Stephen,Strasburg,Stephen James,,544931,Stephen Strasburg
Erick,Castillo,Erick José,,602080,Erick Castillo
Luis,Arráez,Luis Sangel,,650333,Luis Arráez
Mike,Bolsinger,Michael Peter,,502211,Mike Bolsinger
Starling,Marte,Starling Javier,,516782,Starling Marte
Caleb,Boushley,Caleb J.,,676961,Caleb Boushley
Eduardo,Jiménez,Eduardo Rafael,,621592,Eduardo Jiménez
Tyler,Austin,Christopher Tyler,,592122,Tyler Austin
Dexter,Fowler,William Dexter,,451594,Dexter Fowler
Junior,Fernández,Junior Fabio,,658551,Junior Fernández
Adrián,Beltré,Adrián,,134181,Adrián Beltré
Mike,Pelfrey,Michael Alan,,460059,Mike Pelfrey
Christin,Stewart,Christin Gaylin Harris,,621514,Christin Stewart
Zach,Thompson,Zachary Ryan,,605507,Zach Thompson
José,Martínez,José Alberto,,500874,José Martínez
Jered,Weaver,Jered David,,450308,Jered Weaver
Griffin,Canning,Griffin Alexander,,656288,Griffin Canning
Zach,Putnam,Steven Zachary McGuire,,474029,Zach Putnam
Nico,Hoerner,Nicholas Mackie,,663538,Nico Hoerner
Alex,Meyer,Alex John,,543542,Alex Meyer
Ryan,Schimpf,Ryan Michael,,572114,Ryan Schimpf
Aaron,Fletcher,Aaron Eugene,,667465,Aaron Fletcher
Jung Hoo,Lee,Jung Hoo,,808982,Jung Hoo Lee
Matt,Belisle,Matthew Thomas,,279571,Matt Belisle
Nathaniel,Lowe,David Nathaniel,,663993,Nathaniel Lowe
Devon,Travis,Devon Anthony,,581527,Devon Travis
Luis,Torrens,Luis Alfonso,,620443,Luis Torrens
Bruce,Rondón,Bruce,,541652,Bruce Rondón
Bartolo,Colón,Bartolo,,112526,Bartolo Colón
Henderson,Álvarez,Henderson Javier,,506693,Henderson Álvarez
Vladimir,Gutiérrez,Vladimir,,661269,Vladimir Gutiérrez
Addison,Reed,Addison Devon,,592665,Addison Reed
Roman,Quinn,Roman Tredarian,,596451,Roman Quinn
Jorge,Soler,Jorge Carlos,,624585,Jorge Soler
Brad,Ziegler,Brad Gregory,,446899,Brad Ziegler
Daniel,Murphy,Daniel Thomas,,502517,Daniel Murphy
Hobie,Harris,Robert William,,665048,Hobie Harris
Adrian,Houser,Adrian David,,605288,Adrian Houser
Connor,Phillips,Connor Allan,,683175,Connor Phillips
Rex,Brothers,Rex Colman,,571521,Rex Brothers
Joey,Ortiz,Joseph Anthony,,687401,Joey Ortiz
Colin,Poche,Colin Michael,,621363,Colin Poche
Arodys,Vizcaíno,Arodys,,527055,Arodys Vizcaíno
Brandon,Dixon,Brandon Allen,,641525,Brandon Dixon
Marcell,Ozuna,Marcell,,542303,Marcell Ozuna
JoJo,Romero,Joseph Abel,,668941,JoJo Romero
Chris,Marrero,Christopher,Nene,502029,Chris Marrero
Mark,Vientos,Mark Anthony,,668901,Mark Vientos
Michael,Rucker,Michael Patrick,,621074,Michael Rucker
Danny,Jansen,Daniel Robert,,643376,Danny Jansen
Adam,Ottavino,Adam Robert,,493603,Adam Ottavino
Manny,Barreda,Manuel Antonio,,518435,Manny Barreda
Tommy,Nance,Thomas Andrew,,667297,Tommy Nance
Bryan,Holaday,John Bryan,,592407,Bryan Holaday
Dixon,Machado,Dixon Javier,,553988,Dixon Machado
Jeremy,Walker,Jeremy Price,,668683,Jeremy Walker
Cody,Anderson,Cody Andrew,,594736,Cody Anderson
José,Torres,José Marcos,,600526,José Torres
Josh,Sborz,Joshua Alan,,622250,Josh Sborz
Meibrys,Viloria,Meibrys John,,650619,Meibrys Viloria
Kyle,Hart,Kyle Patrick,,606996,Kyle Hart
Ronald,Guzmán,Ronald Enmanuel,,608597,Ronald Guzmán
Michael,Saunders,Michael Edward Brett,The Condor,459431,Michael Saunders
Hunter,Strickland,Hunter Drew,,519326,Hunter Strickland
Miguel,Andújar,Miguel Enrique,,609280,Miguel Andújar
Jacoby,Ellsbury,Jacoby McCabe,,453056,Jacoby Ellsbury
Slade,Cecconi,Slade Devin,,677944,Slade Cecconi
Ryan,Merritt,Ryan Adam,,607320,Ryan Merritt
Cy,Sneed,Cy Robert,,605482,Cy Sneed
Danny,Barnes,Daniel Jonathan,,592130,Danny Barnes
Seth,Lugo,Jacob Seth,,607625,Seth Lugo
Preston,Guilmet,Preston Blake,,543258,Preston Guilmet
Lucas,Harrell,Lucas William Bradley,,449173,Lucas Harrell
Bruce,Maxwell,Bruce Tyrone,,622194,Bruce Maxwell
Cody,Allen,Cody Edward,,592102,Cody Allen
Jordan,Lawlar,Jordan Jeffrey-Joseph,,691783,Jordan Lawlar
Joey,Meneses,Joey,,608841,Joey Meneses
Richard,Ureña,Richard,,620446,Richard Ureña
Humberto,Arteaga,Humberto Jose,,600858,Humberto Arteaga
Daulton,Jefferies,Daulton Compton,,641726,Daulton Jefferies
Collin,Wiles,Collin James,,621079,Collin Wiles
Víctor,Caratini,Víctor Manuel,,605170,Víctor Caratini
Dominic,Canzone,Dominic Gene,,686527,Dominic Canzone
Juan,Graterol,Juan Jose,,492802,Juan Graterol
Jon,Jay,Jonathan Henry,,445055,Jon Jay
Johneshwy,Fargas,Johneshwy Ali,,641561,Johneshwy Fargas
Cooper,Criswell,Cooper,,681867,Cooper Criswell
Michael,Lorenzen,Michael Clifton,,547179,Michael Lorenzen
Nathan,Lukes,Nathan Donald,,664770,Nathan Lukes
Yusniel,Díaz,Yusniel Efrain,,666783,Yusniel Díaz
Willson,Contreras,Willson Eduardo,,575929,Willson Contreras
Mason,Miller,Mason James,,695243,Mason Miller
Carlos,Carrasco,Carlos Luis,,471911,Carlos Carrasco
James,Naile,James Aubrey,,664942,James Naile
Victor,Vodnik,Victor Francisco,,680767,Victor Vodnik
Alexi,Amarista,Alexi Jose,Little Ninja,506560,Alexi Amarista
TJ,Hopkins,Mark Timothy,,686759,TJ Hopkins
Dean,Kremer,Dean Junior,,665152,Dean Kremer
Edubray,Ramos,Edubray Eduar,,591693,Edubray Ramos
Shane,Peterson,Shane Aaron,,451089,Shane Peterson
Bligh,Madris,Bligh John,,676632,Bligh Madris
Blaze,Alexander,Blaze Chanee,,677942,Blaze Alexander
Brad,Miller,Bradley Austin,,543543,Brad Miller
José,Alvarado,José Antonio,,621237,José Alvarado
Nick,Vincent,Nicholas James,,543883,Nick Vincent
José,Devers,José Rodolfo,,672701,José Devers
Tuffy,Gosewisch,James Benjamin,,488912,Tuffy Gosewisch
Nate,Fisher,Nathan Charles,,688010,Nate Fisher
Chase,Silseth,Chase Robert,,681217,Chase Silseth
Thomas,Pannone,Thomas Edward,,623381,Thomas Pannone
A. J.,Minter,Alex Jordan,,621345,A. J. Minter
Darius,Vines,Darius Marque,,670241,Darius Vines
Pablo,López,Pablo Jose,,641154,Pablo López
Jacob,Webb,Jacob Lawrence,,657097,Jacob Webb
Kris,Bryant,Kristopher Lee,,592178,Kris Bryant
Nick,Plummer,Nicholas Raymond,,663911,Nick Plummer
Jacob,Waguespack,Jacob Daniel,,621097,Jacob Waguespack
Michael,Kelly,Michael Joseph,,547184,Michael Kelly
Zack,Littell,Zack Stuart,,641793,Zack Littell
Rodolfo,Castro,Rodolfo,,666801,Rodolfo Castro
Kyle,Higashioka,Kyle Harris,,543309,Kyle Higashioka
Chris,Tillman,Christopher Steven,,501957,Chris Tillman
Alex,Kirilloff,Alexander David,,666135,Alex Kirilloff
Merandy,González,Merandy,,642571,Merandy González
Kolby,Allard,Kolby Kenneth,,663465,Kolby Allard
Kennys,Vargas,Kennys,,573627,Kennys Vargas
Trevor,Richards,Trevor Michael,,670950,Trevor Richards
David,Freitas,David Joseph,,571679,David Freitas
Brian,Anderson,Brian Wade,,605119,Brian Anderson
Tarik,Skubal,Tarik Daniel,,669373,Tarik Skubal
Brendan,McKay,Brendan Joel,,656713,Brendan McKay
Anthony,DeSclafani,Anthony James,,543101,Anthony DeSclafani
Jason,Adam,Jason Kendall,,592094,Jason Adam
Sal,Frelick,Salvatore Michael,,686217,Sal Frelick
Brock,Stassi,Brock James,,595426,Brock Stassi
Drey,Jameson,Drey Matthew,,686753,Drey Jameson
Josh,Fields,Joshua David,,451661,Josh Fields
Kevin,Quackenbush,Kevin Robert,,534812,Kevin Quackenbush
Jason,Delay,Jason Thomas,,641511,Jason Delay
Félix,Bautista,Félix Alexander,,642585,Félix Bautista
Pedro,Álvarez,Pedro Manuel,,476883,Pedro Álvarez
José,Fernández,José Manuel,,622774,José Fernández
Guillermo,Zuñiga,Guillermo Enrique,,670871,Guillermo Zuñiga
Spencer,Strider,Spencer Robert,,675911,Spencer Strider
Andrew,Chafin,Andrew Gregory,,605177,Andrew Chafin
Richie,Palacios,Richard Jordan,,680700,Richie Palacios
Gorkys,Hernández,Gorkys Gustavo,,491676,Gorkys Hernández
Peter,O'Brien,Peter Robert,,598284,Peter O'Brien
Cody,Poteet,Cody Austin,,547001,Cody Poteet
Kevin,Jepsen,Kevin Martin,,448178,Kevin Jepsen
Matt,Wisler,Matthew Robert,,605538,Matt Wisler
Jake,Faria,Jacob Daniel,,607188,Jake Faria
Mickey,Moniak,McKenzie Matthew,,666160,Mickey Moniak
Pat,Neshek,Patrick John,,450212,Pat Neshek
Ozzie,Albies,Ozhaino Jurdy Jiandro,,645277,Ozzie Albies
Alex,Reyes,Alexander,,621052,Alex Reyes
A. J.,Jiménez,Antonio Jamil,,543362,A. J. Jiménez
Kevin,McGowan,Kevin Michael,,641850,Kevin McGowan
Carlos,Moncrief,Carlos Antwan,,519037,Carlos Moncrief
David,Hamilton,David Lewis,,666152,David Hamilton
Andrew,Velazquez,Andrew,,623205,Andrew Velazquez
Livan,Soto,Livan Enrique,,670869,Livan Soto
Will,Craig,William Isaac,,643269,Will Craig
Tyler,Soderstrom,Tyler Christian,,691016,Tyler Soderstrom
Bryan,Abreu,Bryan Enrique,,650556,Bryan Abreu
Jake,Cronenworth,Jacob John,,630105,Jake Cronenworth
Jarred,Cosart,Jarred Lynn,,543054,Jarred Cosart
Dusten,Knight,Dusten Devoil,,643400,Dusten Knight
Yusei,Kikuchi,Yusei,,579328,Yusei Kikuchi
Brandon,Guyer,Brandon Eric,,446386,Brandon Guyer
Dallas,Keuchel,Dallas,,572971,Dallas Keuchel
T. J.,Zeuch,Timothy James,,643615,T. J. Zeuch
Geovany,Soto,Geovany,,434567,Geovany Soto
Phil,Bickford,Phillip Roger,,641360,Phil Bickford
Keegan,Thompson,Keegan Cole,,624522,Keegan Thompson
Luke,Farrell,Luke Thomas,,608652,Luke Farrell
Tanner,Tully,Tanner Paul,,668684,Tanner Tully
Justin,Verlander,Justin Brooks,,434378,Justin Verlander
Andrelton,Simmons,Andrelton Alexander,,592743,Andrelton Simmons
Jorge,Alcalá,Jorge Luis,,660896,Jorge Alcalá
Alex,Lange,Alexander Craig,,656638,Alex Lange
Joey,Krehbiel,Joseph Roland,,607216,Joey Krehbiel
Daniel,Corcino,Daniel,,542289,Daniel Corcino
Ken,Waldichuk,Kenneth Dieter,,686610,Ken Waldichuk
Randy,Vásquez,Randy Marcelino,,681190,Randy Vásquez
Nick,Rumbelow,Nicholas Bruno,,592705,Nick Rumbelow
Brian,Goodwin,Brian Christopher,,571718,Brian Goodwin
Sixto,Sánchez,Sixto,,664350,Sixto Sánchez
Cole,Hamels,Colbert Michael,,430935,Cole Hamels
Nick,Gonzales,Nicholas Joseph,,693304,Nick Gonzales
Luiz,Gohara,Luiz Henrique,,627894,Luiz Gohara
Yennsy,Díaz,Yennsy Manuel,,660546,Yennsy Díaz
Evan,Phillips,Evan John,,623465,Evan Phillips
Lonnie,Chisenhall,Lonnie David,,502082,Lonnie Chisenhall
Jesús,Sucre,Jesús Marcelo,,491696,Jesús Sucre
Anthony,Santander,Anthony Roger,,623993,Anthony Santander
Danny,Hultzen,Daniel Alexander,,543343,Danny Hultzen
Justin,Williams,Justin Paul,,642211,Justin Williams
Chris,Hatcher,David Christopher,,501822,Chris Hatcher
Jumbo,Díaz,Jose Rafael,,471822,Jumbo Díaz
José,Godoy,José Alberto,,608422,José Godoy
Brandon,Phillips,Brandon Emil,,408252,Brandon Phillips
David,Hernandez,David Jose,DHern,456696,David Hernandez
Chandler,Seagle,Chandler Mackenzie,,676882,Chandler Seagle
Eric,Young,Eric Orlando,,458913,Eric Young
Luke,Bard,Luke Francis,,572703,Luke Bard
Ronny,Mauricio,Ronny,,677595,Ronny Mauricio
Rymer,Liriano,Rymer Omar,,542642,Rymer Liriano
Ben,Heller,Benjamin,,621294,Ben Heller
Ronald,Herrera,Ronald Jose,,622703,Ronald Herrera
José,Siri,José Alexander,,642350,José Siri
Adam,Conley,Adam Michael,,543045,Adam Conley
